3.192, 4096, 0, 0, 0
0.916, 0, 2074, 0, 0
1.637, 2074, 2022, 0, 0
1.17, 2022, 1040, 0, 0
1.219, 1040, 2008, 0, 0
1.316, 2008, 1554, 0, 0
1.151, 1554, 1536, 0, 0
1.263, 1536, 1801, 0, 0
1.314, 1801, 1527, 0, 0
1.266, 1527, 1717, 0, 0
1.295, 1717, 1602, 0, 0
1.261, 1602, 1641, 0, 0
1.276, 1641, 1669, 0, 0
1.204, 1669, 1608, 0, 0
1.204, 1608, 1661, 0, 0
1.276, 1661, 1630, 0, 0
1.252, 1630, 1601, 0, 0
1.255, 1601, 1700, 0, 0
1.26, 1700, 1630, 0, 0
1.238, 1630, 1642, 0, 0
1.252, 1642, 1682, 0, 0
1.264, 1682, 1563, 0, 0
1.212, 1563, 1667, 0, 0
1.268, 1667, 1675, 0, 0
1.294, 1675, 1609, 0, 0
1.242, 1609, 1666, 0, 0
1.236, 1666, 1612, 0, 0
1.227, 1612, 1636, 0, 0
1.223, 1636, 1641, 0, 0
1.214, 1641, 1662, 0, 0
1.193, 1662, 1589, 0, 0
1.237, 1589, 1677, 0, 0
1.291, 1677, 1618, 0, 0
1.236, 1618, 1648, 0, 0
1.239, 1648, 1627, 0, 0
1.229, 1627, 1626, 0, 0
1.37, 1626, 1667, 0, 0
1.24, 1667, 1591, 0, 0
1.278, 1591, 1678, 0, 0
1.27, 1678, 1581, 0, 0
1.284, 1581, 1674, 0, 0
1.297, 1674, 1625, 0, 0
1.262, 1625, 1629, 0, 0
1.272, 1629, 1649, 0, 0
1.221, 1649, 1664, 0, 0
1.206, 1664, 1613, 0, 0
1.226, 1613, 1662, 0, 0
1.254, 1662, 1607, 0, 0
1.245, 1607, 1665, 0, 0
1.241, 1665, 1573, 0, 0
1.238, 1573, 1700, 0, 0
1.256, 1700, 1620, 0, 0
1.187, 1620, 1601, 0, 0
1.213, 1601, 1681, 0, 0
1.266, 1681, 1611, 0, 0
1.252, 1611, 1643, 0, 0
1.23, 1643, 1682, 0, 0
1.198, 1682, 1571, 0, 0
1.224, 1571, 1656, 0, 0
1.204, 1656, 1621, 0, 0
1.223, 1621, 1604, 0, 0
1.245, 1604, 1713, 0, 0
1.292, 1713, 1592, 0, 0
1.25, 1592, 1633, 0, 0
1.275, 1633, 1642, 0, 0
1.274, 1642, 1620, 0, 0
1.371, 1620, 1677, 0, 0
1.262, 1677, 1608, 0, 0
1.277, 1608, 1682, 0, 0
1.262, 1682, 1580, 0, 0
1.279, 1580, 1695, 0, 0
1.246, 1695, 1620, 0, 0
1.21, 1620, 1626, 0, 0
1.228, 1626, 1652, 0, 0
1.214, 1652, 1636, 0, 0
1.244, 1636, 1661, 0, 0
1.242, 1661, 1607, 0, 0
1.248, 1607, 1679, 0, 0
1.304, 1679, 1604, 0, 0
1.248, 1604, 1699, 0, 0
1.24, 1699, 1596, 0, 0
1.223, 1596, 1662, 0, 0
1.212, 1662, 1637, 0, 0
1.203, 1637, 1635, 0, 0
1.23, 1635, 1611, 0, 0
1.234, 1611, 1662, 0, 0
1.289, 1662, 1624, 0, 0
1.241, 1624, 1656, 0, 0
1.236, 1656, 1618, 0, 0
1.26, 1618, 1706, 0, 0
1.236, 1706, 1569, 0, 0
1.199, 1569, 1678, 0, 0
1.229, 1678, 1652, 0, 0
1.243, 1652, 1605, 0, 0
1.256, 1605, 1672, 0, 0
1.217, 1672, 1621, 0, 0
1.199, 1621, 1605, 0, 0
1.222, 1605, 1699, 0, 0
1.227, 1699, 1630, 0, 0
1.205, 1630, 1642, 0, 0
1.261, 1642, 1682, 0, 0
1.255, 1682, 1563, 0, 0
1.245, 1563, 1667, 0, 0
1.267, 1667, 1675, 0, 0
1.244, 1675, 1609, 0, 0
1.394, 1609, 1666, 0, 0
1.205, 1666, 1612, 0, 0
1.251, 1612, 1636, 0, 0
1.267, 1636, 1641, 0, 0
1.293, 1641, 1662, 0, 0
1.276, 1662, 1589, 0, 0
1.235, 1589, 1677, 0, 0
1.244, 1677, 1618, 0, 0
1.233, 1618, 1648, 0, 0
1.245, 1648, 1627, 0, 0
1.196, 1627, 1626, 0, 0
1.214, 1626, 1667, 0, 0
1.214, 1667, 1591, 0, 0
1.274, 1591, 1678, 0, 0
1.193, 1678, 1581, 0, 0
1.216, 1581, 1674, 0, 0
1.23, 1674, 1625, 0, 0
1.195, 1625, 1629, 0, 0
1.205, 1629, 1649, 0, 0
1.222, 1649, 1664, 0, 0
1.262, 1664, 1613, 0, 0
1.295, 1613, 1662, 0, 0
1.235, 1662, 1607, 0, 0
1.239, 1607, 1665, 0, 0
1.222, 1665, 1573, 0, 0
1.23, 1573, 1700, 0, 0
1.223, 1700, 1620, 0, 0
1.345, 1620, 1601, 0, 0
1.277, 1601, 1681, 0, 0
1.275, 1681, 1611, 0, 0
1.262, 1611, 1643, 0, 0
1.278, 1643, 1682, 0, 0
1.218, 1682, 1571, 0, 0
1.193, 1571, 1656, 0, 0
1.205, 1656, 1621, 0, 0
1.212, 1621, 1604, 0, 0
1.319, 1604, 1713, 0, 0
1.249, 1713, 1592, 0, 0
1.219, 1592, 1633, 0, 0
1.251, 1633, 1642, 0, 0
1.22, 1642, 1620, 0, 0
1.249, 1620, 1677, 0, 0
1.206, 1677, 1608, 0, 0
1.344, 1608, 1682, 0, 0
1.277, 1682, 1580, 0, 0
1.277, 1580, 1695, 0, 0
1.29, 1695, 1620, 0, 0
1.223, 1620, 1626, 0, 0
1.229, 1626, 1652, 0, 0
1.248, 1652, 1636, 0, 0
1.213, 1636, 1661, 0, 0
1.216, 1661, 1607, 0, 0
1.26, 1607, 1679, 0, 0
1.207, 1679, 1604, 0, 0
1.218, 1604, 1699, 0, 0
1.21, 1699, 1596, 0, 0
1.201, 1596, 1662, 0, 0
1.233, 1662, 1637, 0, 0
1.219, 1637, 1635, 0, 0
1.245, 1635, 1611, 0, 0
1.275, 1611, 1662, 0, 0
1.25, 1662, 1624, 0, 0
1.244, 1624, 1656, 0, 0
1.215, 1656, 1618, 0, 0
1.238, 1618, 1706, 0, 0
1.222, 1706, 1569, 0, 0
1.33, 1569, 1678, 0, 0
1.427, 1678, 1652, 0, 0
1.3, 1652, 1605, 0, 0
1.312, 1605, 1672, 0, 0
1.29, 1672, 1621, 0, 0
1.188, 1621, 1605, 0, 0
1.221, 1605, 1699, 0, 0
1.229, 1699, 1630, 0, 0
1.242, 1630, 1642, 0, 0
1.277, 1642, 1682, 0, 0
1.192, 1682, 1563, 0, 0
1.191, 1563, 1667, 0, 0
1.234, 1667, 1675, 0, 0
1.211, 1675, 1609, 0, 0
1.209, 1609, 1666, 0, 0
1.204, 1666, 1612, 0, 0
1.222, 1612, 1636, 0, 0
1.436, 1636, 1641, 0, 0
1.285, 1641, 1662, 0, 0
1.266, 1662, 1589, 0, 0
1.238, 1589, 1677, 0, 0
1.212, 1677, 1618, 0, 0
1.22, 1618, 1648, 0, 0
1.223, 1648, 1627, 0, 0
1.356, 1627, 1626, 0, 0
1.296, 1626, 1667, 0, 0
1.298, 1667, 1591, 0, 0
1.273, 1591, 1678, 0, 0
1.263, 1678, 1581, 0, 0
1.254, 1581, 1674, 0, 0
1.217, 1674, 1625, 0, 0
1.295, 1625, 1629, 0, 0
1.399, 1629, 1649, 0, 0
1.335, 1649, 1664, 0, 0
1.307, 1664, 1613, 0, 0
1.307, 1613, 1662, 0, 0
1.267, 1662, 1607, 0, 0
1.229, 1607, 1665, 0, 0
1.189, 1665, 1573, 0, 0
1.26, 1573, 1700, 0, 0
1.292, 1700, 1620, 0, 0
1.249, 1620, 1601, 0, 0
1.279, 1601, 1681, 0, 0
1.264, 1681, 1611, 0, 0
1.197, 1611, 1643, 0, 0
1.246, 1643, 1682, 0, 0
1.219, 1682, 1571, 0, 0
1.211, 1571, 1656, 0, 0
1.277, 1656, 1621, 0, 0
1.22, 1621, 1604, 0, 0
1.26, 1604, 1713, 0, 0
1.232, 1713, 1592, 0, 0
1.206, 1592, 1633, 0, 0
1.21, 1633, 1642, 0, 0
1.205, 1642, 1620, 0, 0
1.267, 1620, 1677, 0, 0
1.282, 1677, 1608, 0, 0
1.245, 1608, 1682, 0, 0
1.229, 1682, 1580, 0, 0
1.337, 1580, 1695, 0, 0
1.27, 1695, 1620, 0, 0
1.264, 1620, 1626, 0, 0
1.274, 1626, 1652, 0, 0
1.275, 1652, 1636, 0, 0
1.395, 1636, 1661, 0, 0
1.265, 1661, 1607, 0, 0
1.278, 1607, 1679, 0, 0
1.273, 1679, 1604, 0, 0
1.245, 1604, 1699, 0, 0
1.227, 1699, 1596, 0, 0
1.226, 1596, 1662, 0, 0
1.275, 1662, 1637, 0, 0
